game_id,home_team,away_team,away_target,home_target,spread_line,total_line,away_score,home_score,spread,total,predicted,season,week
2021_07_ATL_MIA,MIA,ATL,25.0,23.5,-1.5,48.5,30.0,28.0,-2.0,58.0,-2.779293,2021,07
2021_07_CAR_NYG,NYG,CAR,22.75,19.75,-3.0,42.5,3.0,25.0,22.0,28.0,-2.942954,2021,07
2021_07_CHI_TB,TB,CHI,17.25,29.75,12.5,47.0,3.0,38.0,35.0,41.0,13.938212,2021,07
2021_07_CIN_BAL,BAL,CIN,19.5,26.0,6.5,45.5,41.0,17.0,-24.0,58.0,8.476925,2021,07
2021_07_DEN_CLE,CLE,DEN,19.25,21.25,2.0,40.5,14.0,17.0,3.0,31.0,8.229165,2021,07
2021_07_DET_LA,LA,DET,17.0,34.0,17.0,51.0,19.0,28.0,9.0,47.0,12.458017,2021,07
2021_07_HOU_ARI,ARI,HOU,13.25,33.75,20.5,47.0,5.0,31.0,26.0,36.0,11.958639,2021,07
2021_07_IND_SF,SF,IND,19.0,22.5,3.5,41.5,30.0,18.0,-12.0,48.0,-9.375903,2021,07
2021_07_KC_TEN,TEN,KC,30.75,26.75,-4.0,57.5,3.0,27.0,24.0,30.0,-1.0971127,2021,07
2021_07_NO_SEA,SEA,NO,24.0,18.0,-6.0,42.0,13.0,10.0,-3.0,23.0,-0.34770727,2021,07
2021_07_NYJ_NE,NE,NYJ,18.0,25.0,7.0,43.0,13.0,54.0,41.0,67.0,8.177671,2021,07
2021_07_PHI_LV,LV,PHI,23.5,24.5,1.0,48.0,22.0,33.0,11.0,55.0,8.005379,2021,07
2021_07_WAS_GB,GB,WAS,19.75,28.25,8.5,48.0,10.0,24.0,14.0,34.0,7.9585137,2021,07
2021_08_CAR_ATL,ATL,CAR,22.25,24.75,2.5,47.0,19.0,13.0,-6.0,32.0,0.62135506,2021,08
2021_08_CIN_NYJ,NYJ,CIN,27.5,16.0,-11.5,43.5,31.0,34.0,3.0,65.0,-4.090665,2021,08
2021_08_DAL_MIN,MIN,DAL,22.5,27.0,4.5,49.5,20.0,16.0,-4.0,36.0,-2.8081474,2021,08
2021_08_GB_ARI,ARI,GB,22.25,28.75,6.5,51.0,24.0,21.0,-3.0,45.0,5.6769514,2021,08
2021_08_JAX_SEA,SEA,JAX,20.0,24.0,4.0,44.0,7.0,31.0,24.0,38.0,11.807936,2021,08
2021_08_LA_HOU,HOU,LA,32.0,15.0,-17.0,47.0,38.0,22.0,-16.0,60.0,-12.467856,2021,08
2021_08_MIA_BUF,BUF,MIA,16.75,31.75,15.0,48.5,11.0,26.0,15.0,37.0,17.876007,2021,08
2021_08_NE_LAC,LAC,NE,23.5,27.0,3.5,50.5,27.0,24.0,-3.0,51.0,1.7278157,2021,08
2021_08_NYG_KC,KC,NYG,21.25,31.75,10.5,53.0,17.0,20.0,3.0,37.0,4.859159,2021,08
2021_08_PHI_DET,DET,PHI,25.75,22.75,-3.0,48.5,44.0,6.0,-38.0,50.0,-1.7996154,2021,08
2021_08_PIT_CLE,CLE,PIT,18.75,24.25,5.5,43.0,15.0,10.0,-5.0,25.0,4.5048027,2021,08
2021_08_SF_CHI,CHI,SF,22.25,17.75,-4.5,40.0,33.0,22.0,-11.0,55.0,3.468054,2021,08
2021_08_TB_NO,NO,TB,26.25,22.25,-4.0,48.5,27.0,36.0,9.0,63.0,-1.6068425,2021,08
2021_08_TEN_IND,IND,TEN,24.0,27.0,3.0,51.0,34.0,31.0,-3.0,65.0,8.124727,2021,08
2021_08_WAS_DEN,DEN,WAS,20.5,24.5,4.0,45.0,10.0,17.0,7.0,27.0,-1.1099501,2021,08
2021_09_ARI_SF,SF,ARI,19.5,25.0,5.5,44.5,31.0,17.0,-14.0,48.0,-1.748805,2021,09
2021_09_ATL_NO,NO,ATL,18.0,25.0,7.0,43.0,27.0,25.0,-2.0,52.0,6.2537327,2021,09
2021_09_BUF_JAX,JAX,BUF,31.25,16.75,-14.5,48.0,6.0,9.0,3.0,15.0,-11.525759,2021,09
2021_09_CHI_PIT,PIT,CHI,16.5,23.5,7.0,40.0,27.0,29.0,2.0,56.0,7.0091825,2021,09
2021_09_CLE_CIN,CIN,CLE,22.5,25.0,2.5,47.5,41.0,16.0,-25.0,57.0,1.678843,2021,09
2021_09_DEN_DAL,DAL,DEN,19.75,30.25,10.5,50.0,30.0,16.0,-14.0,46.0,11.033467,2021,09
2021_09_GB_KC,KC,GB,20.5,27.5,7.0,48.0,7.0,13.0,6.0,20.0,-2.0544825,2021,09
2021_09_HOU_MIA,MIA,HOU,20.5,24.5,4.0,45.0,9.0,17.0,8.0,26.0,4.227219,2021,09
2021_09_LAC_PHI,PHI,LAC,25.25,24.25,-1.0,49.5,27.0,24.0,-3.0,51.0,2.7203157,2021,09
2021_09_LV_NYG,NYG,LV,25.0,22.0,-3.0,47.0,16.0,23.0,7.0,39.0,-3.7026672,2021,09
2021_09_MIN_BAL,BAL,MIN,21.75,29.25,7.5,51.0,31.0,34.0,3.0,65.0,7.8727083,2021,09
2021_09_NE_CAR,CAR,NE,22.5,19.0,-3.5,41.5,24.0,6.0,-18.0,30.0,0.12061262,2021,09
2021_09_NYJ_IND,IND,NYJ,17.75,28.25,10.5,46.0,30.0,45.0,15.0,75.0,12.886461,2021,09
2021_09_TEN_LA,LA,TEN,23.25,30.25,7.0,53.5,28.0,16.0,-12.0,44.0,7.5946255,2021,09
2021_10_ATL_DAL,DAL,ATL,23.5,31.5,8.0,55.0,3.0,43.0,40.0,46.0,9.096,2021,10
2021_10_BAL_MIA,MIA,BAL,27.5,19.0,-8.5,46.5,10.0,22.0,12.0,32.0,-5.6090317,2021,10
2021_10_BUF_NYJ,NYJ,BUF,30.0,17.0,-13.0,47.0,45.0,17.0,-28.0,62.0,-6.492463,2021,10
2021_10_CAR_ARI,ARI,CAR,17.5,24.5,7.0,42.0,34.0,10.0,-24.0,44.0,9.608576,2021,10
2021_10_CLE_NE,NE,CLE,21.5,24.0,2.5,45.5,7.0,45.0,38.0,52.0,1.7281464,2021,10
2021_10_DET_PIT,PIT,DET,17.0,26.0,9.0,43.0,16.0,16.0,0.0,32.0,8.574186,2021,10
2021_10_JAX_IND,IND,JAX,18.5,29.0,10.5,47.5,17.0,23.0,6.0,40.0,13.42858,2021,10
2021_10_KC_LV,LV,KC,28.0,25.5,-2.5,53.5,41.0,14.0,-27.0,55.0,4.843474,2021,10
2021_10_LA_SF,SF,LA,26.75,23.25,-3.5,50.0,10.0,31.0,21.0,41.0,-4.6064878,2021,10
2021_10_MIN_LAC,LAC,MIN,25.25,28.25,3.0,53.5,27.0,20.0,-7.0,47.0,2.6657066,2021,10
2021_10_NO_TEN,TEN,NO,20.5,23.5,3.0,44.0,21.0,23.0,2.0,44.0,2.786609,2021,10
2021_10_PHI_DEN,DEN,PHI,21.75,22.75,1.0,44.5,30.0,13.0,-17.0,43.0,1.666857,2021,10
2021_10_SEA_GB,GB,SEA,23.25,26.25,3.0,49.5,0.0,17.0,17.0,17.0,5.026292,2021,10
2021_10_TB_WAS,WAS,TB,30.5,20.5,-10.0,51.0,19.0,29.0,10.0,48.0,-9.244451,2021,10
2021_11_ARI_SEA,SEA,ARI,21.75,24.25,2.5,46.0,23.0,13.0,-10.0,36.0,2.1214051,2021,11
2021_11_BAL_CHI,CHI,BAL,24.0,19.0,-5.0,43.0,16.0,13.0,-3.0,29.0,-7.240988,2021,11
2021_11_CIN_LV,LV,CIN,25.75,24.75,-1.0,50.5,32.0,13.0,-19.0,45.0,0.03887868,2021,11
2021_11_DAL_KC,KC,DAL,26.75,29.25,2.5,56.0,9.0,19.0,10.0,28.0,1.4977742,2021,11
2021_11_DET_CLE,CLE,DET,14.75,27.75,13.0,42.5,10.0,13.0,3.0,23.0,12.213866,2021,11
2021_11_GB_MIN,MIN,GB,24.5,23.5,-1.0,48.0,31.0,34.0,3.0,65.0,0.3716073,2021,11
2021_11_HOU_TEN,TEN,HOU,17.0,27.5,10.5,44.5,22.0,13.0,-9.0,35.0,15.48186,2021,11
2021_11_IND_BUF,BUF,IND,21.0,28.5,7.5,49.5,41.0,15.0,-26.0,56.0,2.331542,2021,11
2021_11_MIA_NYJ,NYJ,MIA,24.0,20.5,-3.5,44.5,24.0,17.0,-7.0,41.0,-2.2965207,2021,11
2021_11_NE_ATL,ATL,NE,27.25,20.25,-7.0,47.5,25.0,0.0,-25.0,25.0,-3.7913766,2021,11
2021_11_NO_PHI,PHI,NO,20.0,22.5,2.5,42.5,29.0,40.0,11.0,69.0,1.4668211,2021,11
2021_11_NYG_TB,TB,NYG,19.0,30.5,11.5,49.5,10.0,30.0,20.0,40.0,11.293418,2021,11
2021_11_PIT_LAC,LAC,PIT,21.0,26.5,5.5,47.5,37.0,41.0,4.0,78.0,1.541147,2021,11
2021_11_SF_JAX,JAX,SF,25.75,19.25,-6.5,45.0,30.0,10.0,-20.0,40.0,-9.524148,2021,11
2021_11_WAS_CAR,CAR,WAS,19.75,23.25,3.5,43.0,27.0,21.0,-6.0,48.0,3.3405936,2021,11
2021_12_ATL_JAX,JAX,ATL,23.75,22.25,-1.5,46.0,21.0,14.0,-7.0,35.0,1.5809717,2021,12
2021_12_BUF_NO,NO,BUF,26.0,19.0,-7.0,45.0,31.0,6.0,-25.0,37.0,3.0485077,2021,12
2021_12_CAR_MIA,MIA,CAR,21.0,20.0,-1.0,41.0,10.0,33.0,23.0,43.0,0.44825125,2021,12
2021_12_CHI_DET,DET,CHI,21.75,19.75,-2.0,41.5,16.0,14.0,-2.0,30.0,-0.14139438,2021,12
2021_12_CLE_BAL,BAL,CLE,22.0,25.0,3.0,47.0,10.0,16.0,6.0,26.0,-0.54448223,2021,12
2021_12_LAC_DEN,DEN,LAC,25.0,22.5,-2.5,47.5,13.0,28.0,15.0,41.0,1.3538753,2021,12
2021_12_LA_GB,GB,LA,24.5,22.5,-2.0,47.0,28.0,36.0,8.0,64.0,-0.54524016,2021,12
2021_12_LV_DAL,DAL,LV,22.0,29.0,7.0,51.0,36.0,33.0,-3.0,69.0,9.950205,2021,12
2021_12_MIN_SF,SF,MIN,22.75,26.25,3.5,49.0,26.0,34.0,8.0,60.0,4.7994432,2021,12
2021_12_NYJ_HOU,HOU,NYJ,20.75,23.75,3.0,44.5,21.0,14.0,-7.0,35.0,2.3409915,2021,12
2021_12_PHI_NYG,NYG,PHI,24.75,20.75,-4.0,45.5,7.0,13.0,6.0,20.0,-5.092448,2021,12
2021_12_PIT_CIN,CIN,PIT,20.0,23.5,3.5,43.5,10.0,41.0,31.0,51.0,3.6662078,2021,12
2021_12_SEA_WAS,WAS,SEA,24.0,23.0,-1.0,47.0,15.0,17.0,2.0,32.0,-0.94705343,2021,12
2021_12_TB_IND,IND,TB,28.0,25.0,-3.0,53.0,38.0,31.0,-7.0,69.0,-0.19164562,2021,12
2021_12_TEN_NE,NE,TEN,17.75,25.25,7.5,43.0,13.0,36.0,23.0,49.0,3.9979715,2021,12
2021_13_ARI_CHI,CHI,ARI,25.5,18.0,-7.5,43.5,33.0,22.0,-11.0,55.0,-5.076521,2021,13
2021_13_BAL_PIT,PIT,BAL,24.0,20.0,-4.0,44.0,19.0,20.0,1.0,39.0,-6.3010635,2021,13
2021_13_DAL_NO,NO,DAL,26.0,20.0,-6.0,46.0,27.0,17.0,-10.0,44.0,0.49919748,2021,13
2021_13_DEN_KC,KC,DEN,19.0,27.5,8.5,46.5,9.0,22.0,13.0,31.0,2.715201,2021,13
2021_13_IND_HOU,HOU,IND,27.75,17.75,-10.0,45.5,31.0,0.0,-31.0,31.0,-5.731674,2021,13
2021_13_JAX_LA,LA,JAX,17.0,31.0,14.0,48.0,7.0,37.0,30.0,44.0,12.151152,2021,13
2021_13_LAC_CIN,CIN,LAC,23.5,26.0,2.5,49.5,41.0,22.0,-19.0,63.0,5.3475275,2021,13
2021_13_MIN_DET,DET,MIN,27.25,20.25,-7.0,47.5,27.0,29.0,2.0,56.0,-3.2955785,2021,13
2021_13_NE_BUF,BUF,NE,18.5,21.5,3.0,40.0,14.0,10.0,-4.0,24.0,2.3882575,2021,13
2021_13_NYG_MIA,MIA,NYG,16.75,23.25,6.5,40.0,9.0,20.0,11.0,29.0,1.9909787,2021,13
2021_13_PHI_NYJ,NYJ,PHI,24.5,19.5,-5.0,44.0,33.0,18.0,-15.0,51.0,-11.246418,2021,13
2021_13_SF_SEA,SEA,SF,23.75,20.75,-3.0,44.5,23.0,30.0,7.0,53.0,0.046684742,2021,13
2021_13_TB_ATL,ATL,TB,31.0,20.0,-11.0,51.0,30.0,17.0,-13.0,47.0,-11.539659,2021,13
2021_13_WAS_LV,LV,WAS,23.25,24.25,1.0,47.5,17.0,15.0,-2.0,32.0,2.0975425,2021,13
2021_14_ATL_CAR,CAR,ATL,19.25,21.75,2.5,41.0,29.0,21.0,-8.0,50.0,5.117978,2021,14
2021_14_BAL_CLE,CLE,BAL,20.5,23.5,3.0,44.0,22.0,24.0,2.0,46.0,-2.9125242,2021,14
2021_14_BUF_TB,TB,BUF,24.5,28.0,3.5,52.5,27.0,33.0,6.0,60.0,6.0881066,2021,14
2021_14_CHI_GB,GB,CHI,15.75,27.25,11.5,43.0,30.0,45.0,15.0,75.0,5.785993,2021,14
2021_14_DAL_WAS,WAS,DAL,27.25,20.75,-6.5,48.0,27.0,20.0,-7.0,47.0,-1.669424,2021,14
2021_14_DET_DEN,DEN,DET,14.5,27.5,13.0,42.0,10.0,38.0,28.0,48.0,5.4791684,2021,14
2021_14_JAX_TEN,TEN,JAX,18.0,26.5,8.5,44.5,0.0,20.0,20.0,20.0,10.830418,2021,14
2021_14_LA_ARI,ARI,LA,24.0,27.0,3.0,51.0,30.0,23.0,-7.0,53.0,2.7353897,2021,14
2021_14_LV_KC,KC,LV,19.0,29.0,10.0,48.0,9.0,48.0,39.0,57.0,5.2125225,2021,14
2021_14_NO_NYJ,NYJ,NO,23.25,18.75,-4.5,42.0,30.0,9.0,-21.0,39.0,-6.0388527,2021,14
2021_14_NYG_LAC,LAC,NYG,17.25,26.75,9.5,44.0,21.0,37.0,16.0,58.0,3.6390793,2021,14
2021_14_PIT_MIN,MIN,PIT,20.75,24.25,3.5,45.0,28.0,36.0,8.0,64.0,6.2086897,2021,14
2021_14_SEA_HOU,HOU,SEA,25.25,15.25,-10.0,40.5,33.0,13.0,-20.0,46.0,-5.663211,2021,14
2021_14_SF_CIN,CIN,SF,25.75,23.25,-2.5,49.0,26.0,23.0,-3.0,49.0,3.7649586,2021,14
2021_15_ARI_DET,DET,ARI,30.5,17.5,-13.0,48.0,12.0,30.0,18.0,42.0,-7.5986996,2021,15
2021_15_ATL_SF,SF,ATL,19.25,28.75,9.5,48.0,13.0,31.0,18.0,44.0,7.343463,2021,15
2021_15_CAR_BUF,BUF,CAR,14.5,28.5,14.0,43.0,14.0,31.0,17.0,45.0,10.7205715,2021,15
2021_15_CIN_DEN,DEN,CIN,21.0,24.0,3.0,45.0,15.0,10.0,-5.0,25.0,-2.3866901,2021,15
2021_15_DAL_NYG,NYG,DAL,27.25,15.75,-11.5,43.0,21.0,6.0,-15.0,27.0,-4.8374777,2021,15
2021_15_GB_BAL,BAL,GB,27.5,18.0,-9.5,45.5,31.0,30.0,-1.0,61.0,-3.9169583,2021,15
2021_15_HOU_JAX,JAX,HOU,17.0,23.0,6.0,40.0,30.0,16.0,-14.0,46.0,-0.5738392,2021,15
2021_15_KC_LAC,LAC,KC,28.5,25.5,-3.0,54.0,34.0,28.0,-6.0,62.0,0.7861488,2021,15
2021_15_LV_CLE,CLE,LV,22.0,19.0,-3.0,41.0,16.0,14.0,-2.0,30.0,3.7435863,2021,15
2021_15_MIN_CHI,CHI,MIN,27.5,20.5,-7.0,48.0,17.0,9.0,-8.0,26.0,-0.49322152,2021,15
2021_15_NE_IND,IND,NE,23.5,22.5,-1.0,46.0,17.0,27.0,10.0,44.0,1.7560585,2021,15
2021_15_NO_TB,TB,NO,17.0,28.5,11.5,45.5,9.0,0.0,-9.0,9.0,10.388763,2021,15
2021_15_NYJ_MIA,MIA,NYJ,15.75,26.25,10.5,42.0,24.0,31.0,7.0,55.0,8.756458,2021,15
2021_15_SEA_LA,LA,SEA,19.75,27.25,7.5,47.0,10.0,20.0,10.0,30.0,8.003376,2021,15
2021_15_TEN_PIT,PIT,TEN,21.5,22.5,1.0,44.0,13.0,19.0,6.0,32.0,0.3091054,2021,15
2021_15_WAS_PHI,PHI,WAS,14.75,24.75,10.0,39.5,17.0,27.0,10.0,44.0,6.9585867,2021,15
2021_16_BAL_CIN,CIN,BAL,17.75,25.25,7.5,43.0,21.0,41.0,20.0,62.0,3.940125,2021,16
2021_16_BUF_NE,NE,BUF,21.25,22.25,1.0,43.5,33.0,21.0,-12.0,54.0,5.777218,2021,16
2021_16_CHI_SEA,SEA,CHI,17.0,24.0,7.0,41.0,25.0,24.0,-1.0,49.0,8.288235,2021,16
2021_16_CLE_GB,GB,CLE,19.5,27.0,7.5,46.5,22.0,24.0,2.0,46.0,5.5782204,2021,16
2021_16_DEN_LV,LV,DEN,21.5,20.5,-1.0,42.0,13.0,17.0,4.0,30.0,-0.6459849,2021,16
2021_16_DET_ATL,ATL,DET,17.5,25.0,7.5,42.5,16.0,20.0,4.0,36.0,0.51673436,2021,16
2021_16_IND_ARI,ARI,IND,22.5,25.5,3.0,48.0,22.0,16.0,-6.0,38.0,-0.06171179,2021,16
2021_16_JAX_NYJ,NYJ,JAX,20.0,22.5,2.5,42.5,21.0,26.0,5.0,47.0,2.2547662,2021,16
2021_16_LAC_HOU,HOU,LAC,29.75,16.25,-13.5,46.0,29.0,41.0,12.0,70.0,-5.5802,2021,16
2021_16_LA_MIN,MIN,LA,26.0,22.5,-3.5,48.5,30.0,23.0,-7.0,53.0,-3.3644152,2021,16
2021_16_MIA_NO,NO,MIA,20.25,17.25,-3.0,37.5,20.0,3.0,-17.0,23.0,7.004882,2021,16
2021_16_NYG_PHI,PHI,NYG,15.0,26.0,11.0,41.0,10.0,34.0,24.0,44.0,10.51866,2021,16
2021_16_PIT_KC,KC,PIT,16.75,27.25,10.5,44.0,10.0,36.0,26.0,46.0,12.2735,2021,16
2021_16_SF_TEN,TEN,SF,24.5,21.0,-3.5,45.5,17.0,20.0,3.0,37.0,-0.932678,2021,16
2021_16_TB_CAR,CAR,TB,28.0,16.5,-11.5,44.5,32.0,6.0,-26.0,38.0,-12.87079,2021,16
2021_16_WAS_DAL,DAL,WAS,17.5,28.0,10.5,45.5,14.0,56.0,42.0,70.0,7.552813,2021,16
2021_17_ARI_DAL,DAL,ARI,23.25,29.75,6.5,53.0,25.0,22.0,-3.0,47.0,6.338689,2021,17
2021_17_ATL_BUF,BUF,ATL,16.25,30.25,14.0,46.5,15.0,29.0,14.0,44.0,9.156849,2021,17
2021_17_CAR_NO,NO,CAR,15.0,22.0,7.0,37.0,10.0,18.0,8.0,28.0,7.5954447,2021,17
2021_17_CLE_PIT,PIT,CLE,22.25,21.25,-1.0,43.5,14.0,26.0,12.0,40.0,0.88185334,2021,17
2021_17_DEN_LAC,LAC,DEN,18.75,26.75,8.0,45.5,13.0,34.0,21.0,47.0,2.4563758,2021,17
2021_17_DET_SEA,SEA,DET,16.5,25.0,8.5,41.5,29.0,51.0,22.0,80.0,5.285726,2021,17
2021_17_HOU_SF,SF,HOU,15.0,29.0,14.0,44.0,7.0,23.0,16.0,30.0,13.209233,2021,17
2021_17_JAX_NE,NE,JAX,12.25,29.75,17.5,42.0,10.0,50.0,40.0,60.0,16.45346,2021,17
2021_17_KC_CIN,CIN,KC,27.25,23.75,-3.5,51.0,31.0,34.0,3.0,65.0,1.2104626,2021,17
2021_17_LA_BAL,BAL,LA,27.0,20.0,-7.0,47.0,20.0,19.0,-1.0,39.0,-4.326422,2021,17
2021_17_LV_IND,IND,LV,19.0,27.5,8.5,46.5,23.0,20.0,-3.0,43.0,11.180313,2021,17
2021_17_MIA_TEN,TEN,MIA,19.0,22.0,3.0,41.0,3.0,34.0,31.0,37.0,5.375042,2021,17
2021_17_MIN_GB,GB,MIN,14.5,27.5,13.0,42.0,10.0,37.0,27.0,47.0,5.923233,2021,17
2021_17_NYG_CHI,CHI,NYG,14.75,21.75,7.0,36.5,3.0,29.0,26.0,32.0,0.6135733,2021,17
2021_17_PHI_WAS,WAS,PHI,25.5,19.0,-6.5,44.5,20.0,16.0,-4.0,36.0,-4.902069,2021,17
2021_17_TB_NYJ,NYJ,TB,31.25,16.75,-14.5,48.0,28.0,24.0,-4.0,52.0,-12.511908,2021,17
2021_18_CAR_TB,TB,CAR,16.0,27.0,11.0,43.0,17.0,41.0,24.0,58.0,14.469801,2021,18
2021_18_CHI_MIN,MIN,CHI,21.0,24.5,3.5,45.5,17.0,31.0,14.0,48.0,5.6653175,2021,18
2021_18_CIN_CLE,CLE,CIN,15.75,22.25,6.5,38.0,16.0,21.0,5.0,37.0,-3.6665883,2021,18
2021_18_DAL_PHI,PHI,DAL,26.25,19.75,-6.5,46.0,51.0,26.0,-25.0,77.0,0.86313605,2021,18
2021_18_GB_DET,DET,GB,24.5,20.5,-4.0,45.0,30.0,37.0,7.0,67.0,-8.761227,2021,18
2021_18_IND_JAX,JAX,IND,28.5,14.5,-14.0,43.0,11.0,26.0,15.0,37.0,-12.922984,2021,18
2021_18_KC_DEN,DEN,KC,28.0,16.5,-11.5,44.5,28.0,24.0,-4.0,52.0,-4.332414,2021,18
2021_18_LAC_LV,LV,LAC,25.75,22.25,-3.5,48.0,32.0,35.0,3.0,67.0,0.8786962,2021,18
2021_18_NE_MIA,MIA,NE,23.5,17.5,-6.0,41.0,24.0,33.0,9.0,57.0,-5.832095,2021,18
2021_18_NO_ATL,ATL,NO,22.25,17.75,-4.5,40.0,30.0,20.0,-10.0,50.0,-2.0649672,2021,18
2021_18_NYJ_BUF,BUF,NYJ,13.5,29.5,16.0,43.0,10.0,27.0,17.0,37.0,13.354832,2021,18
2021_18_PIT_BAL,BAL,PIT,19.0,22.0,3.0,41.0,16.0,13.0,-3.0,29.0,5.770671,2021,18
2021_18_SEA_ARI,ARI,SEA,21.25,26.75,5.5,48.0,38.0,30.0,-8.0,68.0,5.111704,2021,18
2021_18_SF_LA,LA,SF,21.75,24.75,3.0,46.5,27.0,24.0,-3.0,51.0,5.119679,2021,18
2021_18_TEN_HOU,HOU,TEN,26.75,16.25,-10.5,43.0,28.0,25.0,-3.0,53.0,-3.6201658,2021,18
2021_18_WAS_NYG,NYG,WAS,21.0,15.0,-6.0,36.0,22.0,7.0,-15.0,29.0,-4.64382,2021,18
2022_01_BAL_NYJ,NYJ,BAL,25.25,18.75,-6.5,44.0,24.0,9.0,-15.0,33.0,-5.1810074,2022,01
2022_01_BUF_LA,LA,BUF,26.25,25.25,-1.0,51.5,31.0,10.0,-21.0,41.0,2.515155,2022,01
2022_01_CLE_CAR,CAR,CLE,20.0,22.5,2.5,42.5,26.0,24.0,-2.0,50.0,0.20732021,2022,01
2022_01_DEN_SEA,SEA,DEN,25.0,19.0,-6.0,44.0,16.0,17.0,1.0,33.0,2.0664182,2022,01
2022_01_GB_MIN,MIN,GB,22.25,24.75,2.5,47.0,7.0,23.0,16.0,30.0,-4.3882265,2022,01
2022_01_IND_HOU,HOU,IND,26.5,19.5,-7.0,46.0,20.0,20.0,0.0,40.0,-3.2631884,2022,01
2022_01_JAX_WAS,WAS,JAX,20.25,23.25,3.0,43.5,22.0,28.0,6.0,50.0,6.8393645,2022,01
2022_01_KC_ARI,ARI,KC,30.0,24.0,-6.0,54.0,44.0,21.0,-23.0,65.0,-8.110162,2022,01
2022_01_LV_LAC,LAC,LV,24.5,28.0,3.5,52.5,19.0,24.0,5.0,43.0,4.16797,2022,01
2022_01_NE_MIA,MIA,NE,22.0,25.0,3.0,47.0,7.0,20.0,13.0,27.0,-6.9612293,2022,01
2022_01_NO_ATL,ATL,NO,24.75,18.75,-6.0,43.5,27.0,26.0,-1.0,53.0,-3.50808,2022,01
2022_01_NYG_TEN,TEN,NYG,19.0,24.5,5.5,43.5,21.0,20.0,-1.0,41.0,8.53954,2022,01
2022_01_PHI_DET,DET,PHI,27.5,21.5,-6.0,49.0,38.0,35.0,-3.0,73.0,-7.7382917,2022,01
2022_01_PIT_CIN,CIN,PIT,18.5,26.0,7.5,44.5,23.0,20.0,-3.0,43.0,11.161965,2022,01
2022_01_SF_CHI,CHI,SF,22.25,15.75,-6.5,38.0,10.0,19.0,9.0,29.0,-2.8006372,2022,01
2022_01_TB_DAL,DAL,TB,26.0,23.5,-2.5,49.5,19.0,3.0,-16.0,22.0,-0.6759243,2022,01
2022_02_ARI_LV,LV,ARI,23.0,28.5,5.5,51.5,29.0,23.0,-6.0,52.0,4.008195,2022,02
2022_02_ATL_LA,LA,ATL,18.0,28.5,10.5,46.5,27.0,31.0,4.0,58.0,7.624581,2022,02
2022_02_CAR_NYG,NYG,CAR,22.5,21.5,-1.0,44.0,16.0,19.0,3.0,35.0,2.2544603,2022,02
2022_02_CHI_GB,GB,CHI,15.75,26.25,10.5,42.0,10.0,27.0,17.0,37.0,10.997984,2022,02
2022_02_CIN_DAL,DAL,CIN,24.75,17.25,-7.5,42.0,17.0,20.0,3.0,37.0,0.9618032,2022,02
2022_02_HOU_DEN,DEN,HOU,17.75,28.25,10.5,46.0,9.0,16.0,7.0,25.0,1.7383354,2022,02
2022_02_IND_JAX,JAX,IND,23.25,20.25,-3.0,43.5,0.0,24.0,24.0,24.0,-7.937207,2022,02
2022_02_LAC_KC,KC,LAC,24.25,28.25,4.0,52.5,24.0,27.0,3.0,51.0,7.6126304,2022,02
2022_02_MIA_BAL,BAL,MIA,20.5,23.5,3.0,44.0,42.0,38.0,-4.0,80.0,-0.62475824,2022,02
2022_02_MIN_PHI,PHI,MIN,23.5,26.0,2.5,49.5,7.0,24.0,17.0,31.0,3.9616594,2022,02
2022_02_NE_PIT,PIT,NE,21.5,18.5,-3.0,40.0,17.0,14.0,-3.0,31.0,-9.20561,2022,02
2022_02_NYJ_CLE,CLE,NYJ,16.0,22.5,6.5,38.5,31.0,30.0,-1.0,61.0,6.002357,2022,02
2022_02_SEA_SF,SF,SEA,15.75,24.25,8.5,40.0,7.0,27.0,20.0,34.0,1.9169136,2022,02
2022_02_TB_NO,NO,TB,23.25,20.75,-2.5,44.0,20.0,10.0,-10.0,30.0,-8.581622,2022,02
2022_02_TEN_BUF,BUF,TEN,18.75,28.75,10.0,47.5,7.0,41.0,34.0,48.0,7.374816,2022,02
2022_02_WAS_DET,DET,WAS,24.75,23.75,-1.0,48.5,27.0,36.0,9.0,63.0,-0.6397109,2022,02
2022_03_ATL_SEA,SEA,ATL,21.0,22.0,1.0,43.0,27.0,23.0,-4.0,50.0,3.641904,2022,03
2022_03_BAL_NE,NE,BAL,24.0,21.5,-2.5,45.5,37.0,26.0,-11.0,63.0,4.0961046,2022,03
2022_03_BUF_MIA,MIA,BUF,29.0,25.0,-4.0,54.0,19.0,21.0,2.0,40.0,-9.556114,2022,03
2022_03_CIN_NYJ,NYJ,CIN,26.25,19.75,-6.5,46.0,27.0,12.0,-15.0,39.0,-6.6940517,2022,03
2022_03_DAL_NYG,NYG,DAL,18.75,19.75,1.0,38.5,23.0,16.0,-7.0,39.0,-5.2097416,2022,03
2022_03_DET_MIN,MIN,DET,22.75,29.25,6.5,52.0,24.0,28.0,4.0,52.0,2.5840902,2022,03
2022_03_GB_TB,TB,GB,20.25,21.25,1.0,41.5,14.0,12.0,-2.0,26.0,3.1031232,2022,03
2022_03_HOU_CHI,CHI,HOU,18.5,21.5,3.0,40.0,20.0,23.0,3.0,43.0,1.7895206,2022,03
2022_03_JAX_LAC,LAC,JAX,19.75,26.25,6.5,46.0,38.0,10.0,-28.0,48.0,5.5789967,2022,03
